job_id,OrderNo,OrderPos,Orderstate,ItemNo,SortPos,WorkPlaceNo,Start,End,Duration,LatestStartDate,StartsBeforeLSD,WithinGraceDays,PriorityGroup,IsUnlimitedMachine,IsOutsourcing,OutsourcingDelivery,BufferIndustrial,BufferReal,ReasonSelected,DurationReal,RecordType,IdleBeforeReal,IdleBefore
0093153-3,0093153,3,5,k.D.,999,000-0000,2025-11-14 07:00:00,2025-11-14 07:00:00,0,2025-05-07 10:25:00,False,False,2,True,False,,300,180,Past deadline (urgent) | Unlimited parallel window,0,60,0,0
0235978-1,0235978,1,3,k.D.,999,809-02,2025-12-17 08:22:00,2025-12-18 07:07:00,175,2025-11-07 06:55:00,False,False,1,False,False,,17,10,Past deadline (urgent) | Best candidate now,105,60,0,0
0167157-14,0167157,14,3,k.D.,999,809-02,2025-12-18 07:07:00,2025-12-18 07:47:00,67,2025-10-21 08:02:00,False,False,1,False,False,,17,10,Past deadline (urgent) | Best candidate now,40,60,0,0
0223804-2,0223804,2,3,k.D.,999,809-02,2026-03-04 06:00:00,2026-03-04 06:21:00,35,2026-01-14 07:59:00,False,False,1,False,False,,17,10,Past deadline (urgent) | Best candidate now,21,60,7993,13322
0223804-1,0223804,1,3,k.D.,999,809-02,2026-03-04 06:21:00,2026-03-04 06:41:00,33,2026-01-14 08:30:00,False,False,1,False,False,,17,10,Past deadline (urgent) | Continuation (no buffer),20,60,0,0
0196232-2,0196232,2,3,k.D.,999,809-02,2026-03-06 06:00:00,2026-03-06 06:45:00,75,2026-01-14 07:13:00,False,False,1,False,False,,17,10,Past deadline (urgent) | Best candidate now,45,60,319,532
0196232-1,0196232,1,3,k.D.,999,809-02,2026-03-06 06:45:00,2026-03-06 07:27:00,70,2026-01-14 08:08:00,False,False,1,False,False,,17,10,Past deadline (urgent) | Continuation (no buffer),42,60,0,0
0154606-2,0154606,2,3,k.D.,999,809-02,2026-04-21 07:13:00,2026-04-21 07:34:00,35,2025-11-27 08:29:00,False,False,1,False,False,,17,10,Past deadline (urgent) | Best candidate now,21,60,5386,8977
0202935-2,0202935,2,3,k.D.,999,809-02,2026-04-23 06:00:00,2026-04-23 06:41:00,68,2025-11-14 06:26:00,False,False,1,False,False,,17,10,Past deadline (urgent) | Best candidate now,41,60,266,443
0137522-2,0137522,2,3,k.D.,999,809-02,2026-04-28 06:00:00,2026-04-28 06:52:00,87,2025-10-23 07:58:00,False,False,1,False,False,,17,10,Past deadline (urgent) | Best candidate now,52,60,499,832
0213218-5,0213218,5,5,k.D.,1,811-01,2025-11-13 15:25:00,2025-11-13 18:25:00,300,2025-11-03 13:08:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,180,60,27625,46042
0175139-15,0175139,15,3,k.D.,326,811-01,2025-11-14 14:00:00,2025-11-14 15:16:00,127,2025-11-13 15:53:00,False,True,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,76,60,215,358
0175139-14,0175139,14,3,k.D.,327,811-01,2025-11-14 15:16:00,2025-11-14 16:37:00,135,2025-11-13 17:09:00,False,True,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),81,60,0,0
ZR250623-M-002-6,ZR250623-M-002,6,3,k.D.,312,811-01,2025-11-14 16:37:00,2025-11-14 18:07:00,150,2025-11-25 13:40:00,True,True,0,False,False,,300,180,Has deadline on 25-11-2025 13:40 | Bottleneck operation,90,60,0,0
0215426-4,0215426,4,3,k.D.,321,811-01,2025-11-14 18:07:00,2025-11-14 19:26:00,132,2025-11-03 15:16:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,79,60,0,0
0215426-3,0215426,3,3,k.D.,322,811-01,2025-11-14 19:26:00,2025-11-14 21:20:00,190,2025-11-03 16:35:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),114,60,0,0
0215428-3,0215428,3,3,k.D.,320,811-01,2025-11-14 21:20:00,2025-11-17 07:59:00,165,2025-11-03 15:04:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,99,60,0,0
0215428-2,0215428,2,3,k.D.,323,811-01,2025-11-17 07:59:00,2025-11-17 09:47:00,180,2025-11-03 16:42:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),108,60,0,0
0251712-18,0251712,18,3,k.D.,325,811-01,2025-11-17 09:47:00,2025-11-21 11:17:00,2950,2025-11-06 18:35:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,1770,60,0,0
0251337-2,0251337,2,3,k.D.,330,811-01,2025-11-21 11:17:00,2025-11-21 12:26:00,115,2025-12-18 11:11:00,True,True,0,False,False,,0,0,Has deadline on 18-12-2025 11:11 | Bottleneck operation,69,60,0,0
0251337-1,0251337,1,3,k.D.,331,811-01,2025-11-21 12:26:00,2025-11-21 13:01:00,58,2025-12-18 12:50:00,True,True,0,False,False,,300,180,Has deadline on 18-12-2025 12:50 | Continuation (no buffer),35,60,0,0
0182140-6,0182140,6,3,k.D.,324,811-01,2025-11-21 13:01:00,2025-11-24 12:43:00,670,2025-11-03 20:41:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,402,60,0,0
0253492-16,0253492,16,4,k.D.,7,811-01,2025-11-24 12:43:00,2025-11-24 13:56:00,122,2026-01-13 11:51:00,True,True,0,False,False,,0,0,Has deadline on 13-01-2026 11:51 | Bottleneck operation,73,60,0,0
0253492-15,0253492,15,4,k.D.,6,811-01,2025-11-24 13:56:00,2025-11-25 07:43:00,78,2026-01-13 13:34:00,True,True,0,False,False,,300,180,Has deadline on 13-01-2026 13:34 | Continuation (no buffer),47,60,0,0
0186733-2,0186733,2,3,k.D.,311,811-01,2025-11-25 07:43:00,2025-11-25 09:21:00,163,2025-10-29 12:43:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,98,60,0,0
0186733-1,0186733,1,3,k.D.,316,811-01,2025-11-25 09:21:00,2025-11-25 10:20:00,98,2025-10-30 06:21:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),59,60,0,0
0140196-8,0140196,8,4,k.D.,5,811-01,2025-11-25 10:20:00,2025-11-25 12:43:00,238,2025-10-28 07:52:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,143,60,0,0
0250341-9,0250341,9,4,k.D.,10,811-01,2025-11-25 12:43:00,2025-11-25 13:21:00,63,2025-10-27 09:52:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,38,60,0,0
0161898-9,0161898,9,3,k.D.,314,811-01,2025-11-25 13:21:00,2025-11-26 12:54:00,655,2025-10-27 10:45:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,393,60,0,0
0161898-8,0161898,8,3,k.D.,315,811-01,2025-11-26 12:54:00,2025-11-28 11:36:00,1270,2025-10-28 10:18:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),762,60,0,0
0161898-7,0161898,7,3,k.D.,317,811-01,2025-11-28 11:36:00,2025-11-28 13:51:00,225,2025-10-30 08:45:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),135,60,0,0
0221069-002-2,0221069-002,2,4,k.D.,8,811-01,2025-11-28 13:51:00,2025-12-01 09:41:00,283,2025-10-27 07:53:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,170,60,0,0
0221069-002-1,0221069-002,1,4,k.D.,9,811-01,2025-12-01 09:41:00,2025-12-01 11:23:00,170,2025-10-27 10:58:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),102,60,0,0
0215425-8,0215425,8,4,k.D.,3,811-01,2025-12-01 11:23:00,2025-12-02 07:33:00,317,2025-10-10 12:49:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,190,60,0,0
0215425-7,0215425,7,4,k.D.,4,811-01,2025-12-02 07:33:00,2025-12-02 10:04:00,252,2025-10-10 15:59:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),151,60,0,0
0215427-8,0215427,8,4,k.D.,2,811-01,2025-12-02 10:04:00,2025-12-02 12:55:00,285,2025-10-10 10:41:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,171,60,0,0
0182130-6,0182130,6,3,k.D.,318,811-01,2025-12-05 10:53:00,2025-12-05 12:22:00,148,2025-10-31 14:01:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,89,60,1138,1897
0182130-5,0182130,5,3,k.D.,319,811-01,2025-12-05 12:22:00,2025-12-05 13:13:00,85,2025-11-03 07:45:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),51,60,0,0
0204367-21,0204367,21,3,k.D.,328,811-01,2026-01-08 10:48:00,2026-01-12 08:48:00,1200,2025-12-12 09:33:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,720,60,5735,9558
0204367-19,0204367,19,3,k.D.,329,811-01,2026-01-13 12:00:00,2026-01-15 08:32:00,1053,2025-12-17 07:18:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,632,60,612,1020
0204367-9,0204367,9,3,k.D.,332,811-01,2026-02-12 07:00:00,2026-02-12 12:02:00,503,2026-01-30 09:40:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,302,60,8308,13847
0204367-8,0204367,8,3,k.D.,333,811-01,2026-02-12 12:02:00,2026-02-13 13:50:00,880,2026-02-02 07:27:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),528,60,0,0
0204367-7,0204367,7,3,k.D.,334,811-01,2026-02-13 13:50:00,2026-02-17 08:35:00,175,2026-02-03 09:30:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),105,60,0,0
0152911-3,0152911,3,3,k.D.,313,811-01,2026-02-17 08:35:00,2026-02-17 11:11:00,260,2025-10-24 11:19:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,156,60,0,0
0094385-7,0094385,7,5,k.D.,1,811-02,2025-11-13 22:00:00,2025-11-14 00:37:00,262,2025-09-29 09:19:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,157,60,34020,56700
0094385-5,0094385,5,4,k.D.,2,811-02,2025-11-14 00:37:00,2025-11-14 04:52:00,425,2025-09-30 09:39:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),255,60,0,0
0094385-4,0094385,4,4,k.D.,3,811-02,2025-11-14 04:52:00,2025-11-14 08:19:00,345,2025-10-01 06:37:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),207,60,0,0
0188383-17,0188383,17,3,k.D.,363,811-02,2025-11-14 12:15:00,2025-11-16 22:10:00,192,2025-11-14 00:12:00,False,True,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,115,60,236,393
0188383-14,0188383,14,3,k.D.,365,811-02,2025-11-16 22:10:00,2025-11-17 00:11:00,202,2025-11-14 02:13:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),121,60,0,0
0222498-16,0222498,16,3,k.D.,380,811-02,2025-11-17 00:11:00,2025-11-17 02:34:00,238,2025-11-17 13:01:00,True,True,0,False,False,,0,0,Imminent deadline (<1 day) | Bottleneck operation,143,60,0,0
0222498-15,0222498,15,3,k.D.,381,811-02,2025-11-17 02:34:00,2025-11-17 03:52:00,130,2025-11-17 15:32:00,True,True,0,False,False,,300,180,Imminent deadline (<1 day) | Continuation (no buffer),78,60,0,0
0186704-2,0186704,2,3,k.D.,382,811-02,2025-11-17 03:52:00,2025-11-17 14:01:00,215,2025-11-20 18:55:00,True,True,0,False,False,,0,0,Has deadline on 20-11-2025 18:55 | Bottleneck operation,129,60,0,0
0186704-1,0186704,1,3,k.D.,383,811-02,2025-11-17 14:01:00,2025-11-17 15:56:00,192,2025-11-20 21:10:00,True,True,0,False,False,,300,180,Has deadline on 20-11-2025 21:10 | Continuation (no buffer),115,60,0,0
0229889-1,0229889,1,3,k.D.,378,811-02,2025-11-17 15:56:00,2025-11-17 20:50:00,490,2025-11-14 13:20:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,294,60,0,0
0235698-5,0235698,5,3,k.D.,374,811-02,2025-11-17 20:50:00,2025-11-17 22:40:00,183,2025-11-12 15:32:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,110,60,0,0
0235698-4,0235698,4,3,k.D.,375,811-02,2025-11-17 22:40:00,2025-11-17 23:20:00,67,2025-11-12 20:58:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),40,60,0,0
0182129-2,0182129,2,3,k.D.,325,811-02,2025-11-17 23:20:00,2025-11-18 01:06:00,177,2025-11-11 11:40:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,106,60,0,0
0182129-1,0182129,1,3,k.D.,372,811-02,2025-11-18 01:06:00,2025-11-18 02:14:00,113,2025-11-11 13:46:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),68,60,0,0
0143453-9,0143453,9,3,k.D.,386,811-02,2025-11-18 02:14:00,2025-11-18 19:47:00,955,2025-11-25 15:52:00,True,True,0,False,False,,0,0,Has deadline on 25-11-2025 15:52 | Bottleneck operation,573,60,0,0
0143453-8,0143453,8,3,k.D.,387,811-02,2025-11-18 19:47:00,2025-11-19 04:19:00,853,2025-11-26 10:41:00,True,True,0,False,False,,0,0,Has deadline on 26-11-2025 10:41 | Continuation (no buffer),512,60,0,0
0143453-7,0143453,7,3,k.D.,388,811-02,2025-11-19 04:19:00,2025-11-20 05:25:00,1710,2025-11-26 20:25:00,True,True,0,False,False,,0,0,Has deadline on 26-11-2025 20:25 | Continuation (no buffer),1026,60,0,0
0143453-6,0143453,6,3,k.D.,389,811-02,2025-11-20 05:25:00,2025-11-20 05:25:00,0,2025-11-28 07:24:00,True,True,0,False,False,,300,180,Has deadline on 28-11-2025 07:24 | Continuation (no buffer),0,60,0,0
0031492-12,0031492,12,3,k.D.,384,811-02,2025-11-20 05:25:00,2025-11-20 23:30:00,1008,2025-11-24 19:44:00,True,True,0,False,False,,0,0,Has deadline on 24-11-2025 19:44 | Bottleneck operation,605,60,0,0
0031492-10,0031492,10,3,k.D.,385,811-02,2025-11-20 23:30:00,2025-11-21 17:47:00,1028,2025-11-25 14:51:00,True,True,0,False,False,,300,180,Has deadline on 25-11-2025 14:51 | Continuation (no buffer),617,60,0,0
0121545-3,0121545,3,3,k.D.,377,811-02,2025-11-21 17:47:00,2025-11-24 07:07:00,533,2025-11-14 07:30:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,320,60,0,0
0121545-2,0121545,2,3,k.D.,379,811-02,2025-11-24 07:07:00,2025-11-24 11:52:00,475,2025-11-14 13:37:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),285,60,0,0
0238043-2,0238043,2,3,k.D.,326,811-02,2025-11-24 11:52:00,2025-11-24 15:22:00,350,2025-11-27 19:04:00,True,True,0,False,False,,300,180,Has deadline on 27-11-2025 19:04 | Bottleneck operation,210,60,0,0
0134910-1,0134910,1,3,k.D.,390,811-02,2025-11-24 15:22:00,2025-11-24 16:46:00,140,2025-11-28 21:02:00,True,True,0,False,False,,300,180,Has deadline on 28-11-2025 21:02 | Bottleneck operation,84,60,0,0
ZR250636-006-2,ZR250636-006,2,3,k.D.,327,811-02,2025-11-24 16:46:00,2025-11-24 17:24:00,63,2025-12-04 19:58:00,True,True,0,False,False,,0,0,Has deadline on 04-12-2025 19:58 | Bottleneck operation,38,60,0,0
ZR250636-006-1,ZR250636-006,1,3,k.D.,391,811-02,2025-11-24 17:24:00,2025-11-24 18:23:00,98,2025-12-04 20:38:00,True,True,0,False,False,,300,180,Has deadline on 04-12-2025 20:38 | Continuation (no buffer),59,60,0,0
0201999-11,0201999,11,3,k.D.,392,811-02,2025-11-24 18:23:00,2025-11-24 19:33:00,117,2025-12-11 17:07:00,True,True,0,False,False,,0,0,Has deadline on 11-12-2025 17:07 | Bottleneck operation,70,60,0,0
0201999-10,0201999,10,3,k.D.,393,811-02,2025-11-24 19:33:00,2025-11-25 11:03:00,750,2025-12-11 17:47:00,True,True,0,False,False,,0,0,Has deadline on 11-12-2025 17:47 | Continuation (no buffer),450,60,0,0
0201999-9,0201999,9,3,k.D.,394,811-02,2025-11-25 11:03:00,2025-11-25 14:29:00,343,2025-12-11 20:42:00,True,True,0,False,False,,300,180,Has deadline on 11-12-2025 20:42 | Continuation (no buffer),206,60,0,0
0257422-1,0257422,1,3,k.D.,396,811-02,2025-11-25 14:29:00,2025-11-25 15:46:00,128,2025-12-12 20:45:00,True,True,0,False,False,,300,180,Has deadline on 12-12-2025 20:45 | Bottleneck operation,77,60,0,0
0235704-2,0235704,2,3,k.D.,376,811-02,2025-11-25 15:46:00,2025-11-25 17:06:00,133,2025-11-13 11:21:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,80,60,0,0
0183801-5,0183801,5,3,k.D.,373,811-02,2025-11-25 17:06:00,2025-11-26 19:06:00,1800,2025-11-12 02:33:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,1080,60,0,0
0244152-002-2,0244152-002,2,3,k.D.,328,811-02,2025-11-26 19:06:00,2025-11-26 19:54:00,80,2025-12-17 21:03:00,True,True,0,False,False,,300,180,Has deadline on 17-12-2025 21:03 | Bottleneck operation,48,60,0,0
ZR250636-007-2,ZR250636-007,2,3,k.D.,398,811-02,2025-11-26 19:54:00,2025-11-26 20:29:00,58,2025-12-18 06:28:00,True,True,0,False,False,,300,180,Has deadline on 18-12-2025 06:28 | Bottleneck operation,35,60,0,0
0182141-5,0182141,5,3,k.D.,367,811-02,2025-11-26 20:29:00,2025-11-27 07:01:00,253,2025-11-06 20:55:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,152,60,0,0
0182141-4,0182141,4,3,k.D.,368,811-02,2025-11-27 07:01:00,2025-11-27 09:47:00,277,2025-11-06 23:35:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),166,60,0,0
0182142-4,0182142,4,3,k.D.,361,811-02,2025-11-27 09:47:00,2025-11-27 13:44:00,395,2025-11-05 18:39:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,237,60,0,0
0182142-3,0182142,3,3,k.D.,364,811-02,2025-11-27 13:44:00,2025-11-27 17:15:00,352,2025-11-05 22:48:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),211,60,0,0
0254060-2,0254060,2,3,k.D.,370,811-02,2025-11-27 17:15:00,2025-11-27 18:01:00,77,2025-11-07 01:17:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,46,60,0,0
0254060-1,0254060,1,3,k.D.,371,811-02,2025-11-27 18:01:00,2025-11-27 18:25:00,40,2025-11-07 02:05:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),24,60,0,0
0235990-2,0235990,2,3,k.D.,324,811-02,2025-11-27 18:25:00,2025-11-27 20:15:00,183,2025-10-31 16:42:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,110,60,0,0
0235990-1,0235990,1,3,k.D.,359,811-02,2025-11-27 20:15:00,2025-11-27 20:50:00,58,2025-11-03 06:08:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),35,60,0,0
0235993-2,0235993,2,3,k.D.,323,811-02,2025-11-27 20:50:00,2025-11-28 06:45:00,192,2025-10-31 16:37:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,115,60,0,0
0235993-1,0235993,1,3,k.D.,358,811-02,2025-11-28 06:45:00,2025-11-28 07:20:00,58,2025-11-03 06:08:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),35,60,0,0
0186732-2,0186732,2,3,k.D.,322,811-02,2025-11-28 07:20:00,2025-11-28 12:26:00,510,2025-10-31 01:50:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,306,60,0,0
0192280-16,0192280,16,3,k.D.,362,811-02,2025-11-28 12:26:00,2025-11-28 13:49:00,138,2025-11-05 20:06:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,83,60,0,0
0192280-13,0192280,13,3,k.D.,366,811-02,2025-11-28 13:49:00,2025-11-28 15:39:00,183,2025-11-06 00:34:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),110,60,0,0
0142322-2,0142322,2,4,k.D.,13,811-02,2025-11-28 15:39:00,2025-11-28 16:49:00,117,2025-10-30 16:22:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,70,60,0,0
0142322-1,0142322,1,4,k.D.,14,811-02,2025-11-28 16:49:00,2025-11-28 17:28:00,65,2025-10-30 19:12:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),39,60,0,0
0176302-2,0176302,2,3,k.D.,353,811-02,2025-11-28 17:28:00,2025-11-28 21:24:00,393,2025-10-30 20:02:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,236,60,0,0
0176302-1,0176302,1,3,k.D.,354,811-02,2025-11-28 21:24:00,2025-12-01 07:52:00,247,2025-10-31 00:10:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),148,60,0,0
0180963-2,0180963,2,3,k.D.,321,811-02,2025-12-01 07:52:00,2025-12-01 09:55:00,205,2025-10-29 22:04:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,123,60,0,0
0180963-1,0180963,1,3,k.D.,352,811-02,2025-12-01 09:55:00,2025-12-01 12:04:00,215,2025-10-30 00:14:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),129,60,0,0
0036526-1,0036526,1,3,k.D.,395,811-02,2025-12-12 15:46:00,2025-12-12 18:44:00,297,2025-12-12 18:38:00,True,True,0,False,False,,300,180,Imminent deadline (<1 day) | Bottleneck operation,178,60,8862,14770
0167001-1,0167001,1,3,k.D.,397,811-02,2025-12-12 18:44:00,2025-12-12 21:42:00,297,2025-12-15 18:55:00,True,True,0,False,False,,300,180,Has deadline on 15-12-2025 18:55 | Bottleneck operation,178,60,0,0
0198968-2,0198968,2,3,k.D.,320,811-02,2025-12-12 21:42:00,2025-12-15 09:13:00,352,2025-10-28 19:15:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,211,60,0,0
0198968-1,0198968,1,3,k.D.,348,811-02,2025-12-15 09:13:00,2025-12-15 12:35:00,337,2025-10-28 22:57:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),202,60,0,0
0237730-1,0237730,1,4,k.D.,12,811-02,2025-12-15 12:35:00,2025-12-16 15:35:00,1900,2025-10-30 21:45:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,1140,60,0,0
0192311-17,0192311,17,3,k.D.,319,811-02,2025-12-16 15:35:00,2025-12-16 16:51:00,127,2025-10-27 19:40:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,76,60,0,0
0192311-16,0192311,16,3,k.D.,346,811-02,2025-12-16 16:51:00,2025-12-16 18:14:00,138,2025-10-27 21:00:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),83,60,0,0
0192310-16,0192310,16,3,k.D.,318,811-02,2025-12-16 18:14:00,2025-12-16 19:30:00,127,2025-10-27 19:40:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,76,60,0,0
0192310-15,0192310,15,3,k.D.,345,811-02,2025-12-16 19:30:00,2025-12-16 20:53:00,138,2025-10-27 21:00:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),83,60,0,0
0180954-2,0180954,2,3,k.D.,317,811-02,2025-12-16 20:53:00,2025-12-17 07:18:00,242,2025-10-27 15:58:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,145,60,0,0
0182140-5,0182140,5,3,k.D.,360,811-02,2025-12-17 07:18:00,2025-12-17 10:44:00,343,2025-11-04 22:53:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,206,60,0,0
0182143-4,0182143,4,3,k.D.,369,811-02,2025-12-17 10:44:00,2025-12-17 13:19:00,258,2025-11-06 23:47:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,155,60,0,0
0101548-13,0101548,13,3,k.D.,316,811-02,2025-12-17 13:19:00,2025-12-18 15:49:00,1850,2025-10-21 00:15:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,1110,60,0,0
0101548-9,0101548,9,3,k.D.,342,811-02,2025-12-18 15:49:00,2025-12-19 13:55:00,1410,2025-10-23 05:13:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),846,60,0,0
0152911-6,0152911,6,3,k.D.,341,811-02,2025-12-19 13:55:00,2025-12-19 17:31:00,360,2025-10-22 13:47:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,216,60,0,0
0152911-4,0152911,4,3,k.D.,343,811-02,2025-12-19 17:31:00,2026-01-04 22:59:00,547,2025-10-23 09:49:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),328,60,0,0
0167000-1,0167000,1,3,k.D.,399,811-02,2026-01-04 22:59:00,2026-01-05 02:26:00,345,2026-01-30 01:37:00,True,True,0,False,False,,300,180,Has deadline on 30-01-2026 01:37 | Bottleneck operation,207,60,0,0
0189989-16,0189989,16,3,k.D.,315,811-02,2026-01-05 02:26:00,2026-01-05 04:01:00,158,2025-10-16 16:35:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,95,60,0,0
0189989-13,0189989,13,3,k.D.,339,811-02,2026-01-05 04:01:00,2026-01-05 05:29:00,147,2025-10-16 18:45:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),88,60,0,0
0250341-8,0250341,8,3,k.D.,344,811-02,2026-01-05 05:29:00,2026-01-05 07:16:00,178,2025-10-27 19:45:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,107,60,0,0
0250341-7,0250341,7,3,k.D.,347,811-02,2026-01-05 07:16:00,2026-01-05 09:02:00,177,2025-10-28 16:38:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),106,60,0,0
0136712-4,0136712,4,3,k.D.,335,811-02,2026-01-05 09:02:00,2026-01-05 11:59:00,295,2025-10-13 14:26:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,177,60,0,0
0136712-2,0136712,2,3,k.D.,336,811-02,2026-01-05 11:59:00,2026-01-05 17:29:00,550,2025-10-13 17:33:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),330,60,0,0
V225045-001-7,V225045-001,7,3,k.D.,349,811-02,2026-01-05 17:29:00,2026-01-05 21:09:00,367,2025-10-29 13:40:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,220,60,0,0
V225045-001-6,V225045-001,6,3,k.D.,350,811-02,2026-01-05 21:09:00,2026-01-05 23:19:00,217,2025-10-29 17:32:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),130,60,0,0
V225045-001-5,V225045-001,5,3,k.D.,351,811-02,2026-01-05 23:19:00,2026-01-05 23:19:00,0,2025-10-29 20:18:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),0,60,0,0
